Nummer;ID;sentimentScore;isMatch;text
521;8.58E+22;0;1;Das ist ja noch besser. <f0><U+009F><U+0098><U+0089> https://t.co/CiYQ2kKumg
538;8.56E+22;0;0;Kurz und lesenswert https://t.co/T6NMDj4uEU #FAZplus via @faznet https://t.co/T6NMDj4uEU
539;9.11E+22;0;1;Die Keynote zur #rbfc17 beim @Reeperbahn_Fest im Wortlaut: https://t.co/1Y4VepRRY9
545;9.05E+22;0;1;Freue mich auf den Besuch an der #fhkiel https://t.co/V03TTF1pei
546;9.07E+22;0;1;Und wer ist verantwortlich  Dobrindt von der CSU. Sollte der Wähler am 24.9. beachten. https://t.co/9c6A8bW3Et
547;8.87E+22;0;1;Jetzt neu  Google Übersetzer für Glückskekse <ed><U+00A0><U+00BD><ed><U+00B8><U+00A8> https://t.co/Ek83QQEfv4
549;8.98E+22;0;1;#AfD | Connections zu Putin &amp  Co. werden immer klarer!#sfb68nord https://t.co/fwJvZyDJpk
550;8.40E+22;0;1;Lammert: Hierzulande kann jeder seine Meinung sagen  ausländische Gäste  wir aber auch!
551;9.06E+21;0;1;Das garantieren wir. https://t.co/1jharlNQDd
554;8.39E+22;0;1;@Dennis_Hartkopf Ja wo denn sonst! :-)
558;8.88E+22;0;1;Von den Wahlberechtigten insgesamt gaben der PiS gerade einmal 19% und der Fidesz 33% ihre Stimme. https://t.co/y0DnF9MPl8
566;8.80E+22;0;1;@schillipaeppa @mad_auntie @norwichruesse @RenateKuenast ah deshalb ist #Bayer grosser Sponsor des Bauerntags #FusionMonsanto
571;9.14E+22;0;1;Spannende Sache! Nächstes Jahr ist der #IAC übrigens in Bremen. https://t.co/D3PEevlvGx
575;8.75E+22;0;1;Nordrhein-Westfalen: Die schwarz-gelbe Koalition geht mit gebrauchten Ideen an den Start - Mobil - https://t.co/kCMMomsurP
582;9.06E+22;0;1;Vorbereitung auf den Haustürwahlkampf mit dem digitalen 'Wahlatlas' @Die_GruenenAtlas stürzt ständig ab  wir legen dennoch los. <ed><U+00A0><U+00BD><ed><U+00B8><U+008E>
583;8.56E+22;0;1;Soeben hat der #AfD-Bundesparteitag in #Köln das Wahlprogramm für die #BTW2017 beschlossen. <U+270C><U+FE0F> https://t.co/kryK3LfuFc
587;8.75E+21;0;1;(1/2) #NRWKoalition Schwarz-Gelb will über #Bundesrat in #Asylpolitik Akzente setzen. Hoffen wir auf gründliche Kopie des #AfD-Programms:
590;8.78E+22;0;1;Eine wichtige Einnahmequelle ist der Handel mit Halal-Produkten In Deutschland sollen jährlich mehr als 5 Milliarden Euro umgesetzt werden.
591;8.65E+22;0;1;#r2g in Berlin stellt sich gegen Autobahnprivatisierung. Berliner CDU ist dafür  Bundes-SPD auch. Es ist nicht egal  wer regiert. #agh
593;8.41E+22;0;1;Neu auf Twitter: #AfD im Landtag #RLP. https://t.co/n2Gx7TpzYo
598;9.15E+22;0;0;Ausschl. Start-Ups zu fördern ist keine Politik für die einfachen Arbeiter. Diese haben's nie gut unter #Schwarzgelb https://t.co/EvwDuHHIdL
606;8.66E+21;0;1;Schleswig Holstein  wir haben kompliziert gewählt. Welches Bündnis findet ihr am Besten? #ltwsh
611;8.28E+22;0;1;.@MartinSchulz heute beim Hessengipfel der @hessenSPD. Ich berichte ab 11 Uhr für @hessenschauDE.
613;8.46E+22;0;1;Erlenbach: Michael Berninger bleibt Bürgermeister https://t.co/qXrr6DCkzC
617;8.27E+22;0;1;Die Arbeitsmarktpolitik der #SPD treffend zusammengefasst: https://t.co/1FZvsZW2MV
623;8.98E+22;0;1;Weder Privatsache noch Privatwirtschaft https://t.co/hJYdKhqVQm @tagesspiegel
624;9.00E+22;0;1;Mit @ChrisPakusch unterwegs zum Plakatieren. Kampagne zur #BTW17 läuft. https://t.co/pKLyaNbop5
625;8.62E+22;0;1;Meine #Genossin @regina_kittler hat mit d. #Koalitionsbrille d.totalen Durchblick:) #r2g #dielinke #agh #berlin https://t.co/FKHryzdBsQ
628;8.94E+21;0;1;Zusammen waren wir im Bundestag  jetzt sind wir beide Landesvorsitzende: Mit Josef Winkler  Grüne RLP  in #Nierstein https://t.co/uyjBwbcLwd
639;9.05E+22;0;0;Punkt für @MartinSchulz Guter Kommentar heute in der @fr #tvduell https://t.co/nsqiHtVcFx
643;8.97E+21;0;1;Der Altar neben dem Bierfass. Kirche mitten im Leben <f0><U+009F><U+008D><U+00BB>#stuttgart #degerloch Marktplatzfest https://t.co/d6SisIPUGf
644;8.81E+22;0;1;prächtige Lilienblüte https://t.co/o7xVvKtaHJ
654;9.09E+22;0;1;Auch das gehört zur Bilanz des 12 Jahre #CDU/ #CSU-geführten Bundesinnenministeriums dazu: https://t.co/AaKmpQHAk2 #Bundespolizei
656;8.36E+22;0;1;@felixsschulz unbestritten
658;8.65E+22;0;1;Kennt ihr bestimmt schon. Quelle unbekannt. Grandios. https://t.co/LJB2uLB7DD
662;8.26E+22;0;0;Wir alle stehen hinter dir . Jetzt ist Schulz https://t.co/Vf8IbBVal9
667;8.67E+22;0;1;eröffnet die 22. Sitzung der Deutschen-Russischen Regierungskommission für die Angelegenheiten der Russlanddeutsche… https://t.co/TTh3uXRCVQ
671;8.76E+22;0;1;Grüne wollen Industrieausstieg bis 2020. #bdk17 #Grüne https://t.co/gvxLf16w3I
672;9.09E+22;0;1;5000 sind geschafft #halleblühtaufhttps://t.co/c8FTEV3j2O
678;8.40E+21;0;1;@MikeExp @spdde geht derzeit nur über https://t.co/TMyvEm9Qah wir bauen um.
681;8.77E+22;0;1;Foto ist aber von @EvaMolau <f0><U+009F><U+0098><U+008E> https://t.co/F6fdKl7RJR
683;9.10E+22;0;1;Hat gerade ein Foto gepostet https://t.co/j2NdXb9pRH
688;8.63E+22;0;1;Die #Digitalisierung hat es jetzt sogar bis in die Sprüchekalender geschafft <f0><U+009F><U+0098><U+0080><f0><U+009F><U+0091><U+008D> https://t.co/HoDpfLvGe4
692;8.79E+22;0;1;Vollbracht <f0><U+009F><U+0091><U+008D> https://t.co/aCf8FMLkDQ
696;8.32E+22;0;1;@gordonrepinski Also Platz 6 von 7
706;8.65E+21;0;1;Rede im #LtBW:#Macron: der EU-Zentralist   https://t.co/AkomdiOSWK
708;9.05E+21;0;1;.@cem_oezdemir : Das emissionsfreie Auto kommt. Wird es ein chinesisches oder deutsches Auto sein? #5kampf #fuenfkampf
710;9.04E+22;0;1;Auf geht's zum Abschlusstreffen der #CDU2017-Runde mit @jensspahn. (@ Braunschweig Hauptbahnhof) https://t.co/Ns4Xerb5hR
714;9.13E+22;0;1;#Hammerbrooklyn.DigitalCampus präsentiert auf dem New Mobility Day 2017 https://t.co/UdRpHP4INu
716;8.42E+22;0;1;@l8mal @ndr VBB - Berlin und Brandenburg.
722;8.68E+22;0;1;Birgit Schönau über Francesco Totti https://t.co/bGQKHcuFQ9 #langstrecke
723;8.35E+22;0;1;Tja.(Mehr dazu unter https://t.co/spdeMjojFt) https://t.co/LqBCI02lTu
726;8.40E+22;0;1;Debatte auf #SPD-Antrag zum #Gymnasium zeigt: Minister hat keine Antworten. https://t.co/aKWEsw9bzG
727;8.78E+22;0;0;Heute haben wir Gesetz zur Reform der Pflegeberufe im Bundestag beschlossen. Wichtiger Schritt um den Pflegeberuf weiter zu stärken. #Pflege
728;8.67E+21;0;1;Heute Fraktionsvorstand an der Spree. #Berlin https://t.co/2k29nmuyCo
729;8.52E+22;0;1;Aber die Mütze des Anstreichers ist von einer anderen Organisation. https://t.co/Y7XrbkqRst
750;8.45E+22;0;1;@SvenPetke @ostkurve @DieLinkeBrdburg War ja zu erwarten <f0><U+009F><U+0098><U+00A1>
751;9.08E+22;0;1;Richtig  hoffentlich kriegt Mittelstand mal mehr als 6 Minuten im ZDF. https://t.co/bqtsqtlfeB
759;8.98E+22;0;1;Heute Bürgermeister Konferenz in Vorpommern Greifswald. Spannende und sachliche Diskussion
760;8.50E+22;0;1;Und Enkelinnen! <f0><U+009F><U+009A><U+00B2><f0><U+009F><U+0098><U+008A> https://t.co/8wiXKZt4wt
771;9.00E+22;0;1;Oder Kanzlei des Staates statt Staatskanzlei. #laschetministerien @philipp_fuer_DU @sebast_hartmann
772;8.71E+22;0;1;Geschwister-Scholl-Schule LK Politik &amp  Wirtschaft + Werner von Siemens Schule 9. Jahrgangsstufe  im BMF https://t.co/ywxutXDu6v
776;8.82E+22;0;1;Unser Anspruch als Sportnation muss am Ende eines Jahrzehnts der Investitionen in den Breiten- und Spitzensport die @Olympics sein. @DOSB
783;8.64E+22;0;1;Können Merkel und Macron Europa voranbringen? Die deutsche Kanzlerin empfängt den französischen Präsidenten. https://t.co/IxP5PTPjxN
786;8.70E+22;0;1;Trivago-Analyse: Wittenberg wird Trend-Reiseziel https://t.co/H8GKSPMcmG
796;8.79E+22;0;1;Inzwischen ziehen auch SPD und Grüne Haltelinien für Regierungsbeteiligungen @dieLinke war da mal wieder Trendsetterin. #spdbpt
805;8.69E+21;0;1;Investionen im hohen zweistelligen Bereich: Lewentz macht sich für Buga 2031 stark https://t.co/3sJ3Y7OH7l
813;8.57E+22;0;1;Tschetschenien: Grüne zwingen Bundestag zur Befassung https://t.co/Bjf4FxdFox
818;8.94E+22;0;1;Erstaufnahmeeinrichtung in Suhl besucht https://t.co/j5zw8f0gJg #linke
819;9.00E+22;0;1;Schöner Blog über #digitalLINKS @dieLinke @katjakipping @anked @martindelius @_juliaschramm @Petra_Sitte_MdB <f0><U+009F><U+0091><U+008D><f0><U+009F><U+009A><U+0080> https://t.co/B59ABGtKg0
821;8.98E+22;0;0;@MalteBorn Hahaha richtig gut abgeschaut bei @JoachimStamp und der @fdp_nrw mit dem Ministerium @ChancenNRW. Gute Idee! <f0><U+009F><U+0098><U+0089>
822;9.08E+22;0;1;Filiz Polat verabschiedet letzten Praktikanten als Landtagsabgeordnete https://t.co/7aHQr5MGdT #ltnds (bü) https://t.co/U7kg8Cy7sb
825;9.11E+22;0;1;Großer Andrang am Lausitzer Platz. Kinder würden @LieblingXhain wählen. #erststimmebayram #BTW17 https://t.co/yWKeU4RXTw
826;8.33E+22;0;0;@ADEL55016000 ich sprach von der linken und da sind sie gerade nicht zahlreich im parlament vertreten. eher im gegenteil in zukunft.
832;8.52E+22;0;1;Jugendfoto:  https://t.co/0qWYhrciMj
846;8.93E+22;0;1;Höchst unwahrscheinlich. https://t.co/GDtmuQWo7c
849;8.78E+22;0;1;Taekwondo-WM 2017 - Nordkorea schickt Kämpfer nach Südkorea https://t.co/7u4XMnAHbH
850;8.76E+21;0;1;Wird ja immer besser  aber der geht noch mehr und immer noch zu viel Grün https://t.co/wqKHCfjqFD
854;9.05E+22;0;1;Martin Schulz zur Maut beim #TvDuell @spdde #ZeitFürMartin #btw17 #MartinMachts https://t.co/gMnuWc6tCW
859;9.12E+22;0;1;Als kleine Erinnerung.  )#fedidwgugl https://t.co/OBPUGU7z5C
861;8.78E+22;0;1;Sonntag  auf nach Dortmund. @Juliane_Seifert #KreisSteinfurt https://t.co/jg3z1DxVh5
862;8.73E+22;0;1;Das wäre auch mal fällig im Landkreis Greiz!!! https://t.co/CdUiZ7XcVC
866;8.54E+22;0;1;Wir denken an Deniz. Gerade jetzt. #FreeDeniz #TuerkeiReferendum https://t.co/CwVIKlAk8P
870;8.91E+22;0;1;Projekt S4: Planfeststellungsantrag für Abschnitt 3 eingereicht https://t.co/rjbRezZIrO #Rahlstedt #Ahrensburg #Bargteheide #HVV
871;8.69E+22;0;0;Danke @SteinbachErika! Eine #LexAfD zu Fraktionszuwendungen wurde im #KölnerRat kürzlich rechtlich gekippt. https://t.co/XFiTur0z8U
873;8.99E+22;0;1;@ebner_sha  @KerstinAndreae und Jutta Niemann von @Die_Gruenen zu Besuch bei #ebmpapst https://t.co/OCE7SQUK2Z
875;8.42E+22;0;1;@LorenzMaroldt Oh ha  Sie sind auch Widder?! Und ein früher dazu. Habe mal Handstatistik  dt. Widder-Staatslenker gemacht. Sehr beachtlich
879;8.44E+22;0;1;Baut Häuser für die #Spatzen https://t.co/qRnJnMGwSe#Weltspatzentag
882;9.17E+22;0;1;Ich suche jemanden  der sich mit mir ES in Baden-Baden im Kino anguckt. Der Mann traut sich nicht.#FollowerPower
887;8.78E+22;0;1;#Solikonzert Kiezladen Duncker 14Abschied Jens #Oliva https://t.co/5Gq3Skx4da
894;8.74E+22;0;1;@GYGeorg Zu deiner Schulzeit auch? Ich warte ja auf die Rückkehr des Kreisels.
899;8.47E+22;0;1;AK-Sitzung. Es geht um die Frage  ob der Sprecher für Sportpolitik einen ersten Aufschlag macht. #agh @LinksfraktionB
903;8.63E+22;0;1;heute mit probaten Methoden gegen Anfälligkeit bei Ecken #hahohe @HerthaBSC #D98BSC https://t.co/1i4nkNcgjt
904;8.42E+22;0;1;@LCHartmann nö  nur Erfahrungen. Astrologie sieht gute  weniger gute Kombinationen. Schauen Sie selber nach: Widder-Mann/Fisch-Mann
908;8.42E+22;0;1;Bürgersprechstunde in Heppenheim. Monatlich direkte Ansprache durch die Bürger im Wahlkreis
914;8.69E+22;0;1;Die Thüringer Strafvollzugskommission ist heute in der JVA Hohenleuben am Start
916;9.18E+22;0;1;An diesem Sonntag wollen wir es wissen! Es ist knapp  aber machbar <ed><U+00A0><U+00BD><ed><U+00B2><U+009A><U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B2><U+009A> Zweitstimme Grün <ed><U+00A0><U+00BD><ed><U+00B2><U+009A><ed><U+00A0><U+00BD><ed><U+00B2><U+009A><ed><U+00A0><U+00BD><ed><U+00B2><U+009A>@GruenMeyer @StefWenzel… https://t.co/KlLoQwR3Ew
919;8.79E+22;0;1;Retweeted Agnes Witte (@dieausdemnorden):#fedidwgugl - hat die @Junge_Union versucht  einen #Haschtag  zu rauchen?
923;9.08E+22;0;1;Einzug in den #Bundestag #RetroTweet  https://t.co/ZyH3pYUZH8
929;8.78E+22;0;1;Heißes Gespräch bei noch heißeren Temperaturen.     Klamroths Konter auf ntv https://t.co/I8LRNRpKh8
934;9.12E+22;0;1;Wenn wir »shoppen«  schrumpft hoffentlich nur der Geldbeutel. In anderen Kulturkreisen sieht man das anders https://t.co/GpqODDj8WU
935;9.06E+22;0;1;AfD light: Die neue FDP. https://t.co/x6jDzZBg1q
936;8.64E+22;0;1;Die glorreichen Acht. <f0><U+009F><U+009A><U+0080> #ltnrw17 https://t.co/8BH6rN59OB
940;8.67E+22;0;1;Für Stralauer und solche die es werden wollen &gt &gt  https://t.co/ocAjhiW2EU #Sichtungstraining #WirSindStralau #xhain
947;8.42E+22;0;1;BKin #Merkel bei @VKUonline ü Braunkohle: „Wir dürfen die Menschen nicht verunsichern“. @leag_de @CDUFraktionBRB https://t.co/bYWShamWJt
951;8.66E+22;0;1;@Null4Zwo77 Fürs Nicki das du an hattest  nicht fürs Wort! ?
953;9.08E+22;0;0;Jetzt macht die LReg schon eine Pressekonferenz zu einer Selbstverständlichkeit  dass die Kommunen jetzt rechtzeitig ihr Geld bekommen
954;8.35E+22;0;1;@raulde @abilitywatch Gerne werde ich Ihnen die Erklärungen der @Lebenshilfe_NRW und meine Interviews zusammenstellen und senden.
956;8.50E+22;0;1;Ich kann mich des Verdachts nicht erwehren  dass heute 1 längere Ausschusssitzung bevorsteht.Sieht nach Häppchen aus https://t.co/WSYkB5xbUm
958;8.40E+22;0;1;@josefheynckes @OlafWedekind Ich hatte das nicht gefordert  sondern eine Ausgangsfrage gestellt  Herr Genosse.
963;8.80E+22;0;1;@alexfischer  Statssekretär für Arbeit und Soziales #berlin #linke  https://t.co/4bsDZwoIon
965;8.92E+22;0;1;Bin gespannt  was rauskommt. Hoffentlich keine neuen Patient_innen. https://t.co/2xnQb3b4yJ
968;8.21E+22;0;1;'Die Bundesrepublik Deutschland als wehrhafte Demokratie wird sich weiter wirksam ihrer Verfassungsfeinde erwehren können.' #BVerfG #npd
973;8.67E+22;0;1;#EUProjekttag: Wie steht es um Europa? PSt @DirkWiese4 besucht Roman-Herzog-Schule in Brilon https://t.co/yup0avjXJE
978;8.97E+21;0;1;Heute ist unser SPD- Bundestagsabgeordneter und Kandidat Jürgen Coße in Emsdetten unterwegs
986;9.12E+21;0;1;#Deutschland vor und auch nach der #Wahl noch im Wohlfühl-Modus? #BTW17 #BTW2017 #MerkelWegpfeifen #MerkelMussWeg https://t.co/BBiyqDRlmE
987;9.03E+21;0;1;Speakers Corner - @bueti ist heute zu Gast in #bonn https://t.co/lw1dU4ycdt
2;8.80E+22;0;1;Die Regierungserklärung von BKin Angela Merkel zum G20-Gipfel jetzt live im Bundestags-TV: https://t.co/xWLinys4WV https://t.co/ZeJFvXjjbB
11;9.08E+22;0;1;Ausschreibung des Deutschen Jugendfilmpreises 2018 hat begonnen: https://t.co/q7RtdXXqhT
15;8.79E+21;0;1;Wer wird die Kinder gebären? https://t.co/pu5liyO2i5
19;8.77E+22;0;1;Ausländer arbeiten zahlen Steuern und spielen Fußball hier. Aber warum dürfen nur die Deutschen wählen?
47;8.43E+22;0;1;@FlorianH73 Bin schon da
68;9.13E+21;0;1;Diskutiere heute Abend @phoenix_de Runde zur #btw17 #Politik #Medien @MSL_Germany https://t.co/tcb36v7GUp
74;9.13E+22;0;1;Wie lautet Euer Urteil zu #Macron? Was schlagt ihr für die #Zukunft der #EU vor? https://t.co/RAzLzH5Lkd
90;8.80E+22;0;1;Definiere Deutsch-Englisches Fussballspiel:22 laufen dem Ball hinterher und am Ende gewinnt Deutschland durch Elfmeterschießen<f0><U+009F><U+0098><U+0089>#U21Euros
111;9.03E+22;0;0;Ich unterstütze Angela Merkel weil sie Spielmacherin unserer Wirtschaft ist. Und Du?
114;8.66E+21;0;1;Auf dem Weg zum Luthergarten. #Wittenberg #Polizei #Luther #Reformation https://t.co/6HYbMZZA44
17;8.41E+22;0;1;@TONYDUS @EKD Geht nicht. Packung ist in Berlin geblieben und ich bin in NRW.
22;9.04E+22;0;1;Noch 2h. <U+2728> https://t.co/aAUpltzdph
33;8.63E+22;0;1;Wo sind denn eigentlich die Namentlichen Abstimmungen aus dem Landtag NRW bei @a_watch hin?Hier sind sie:https://t.co/U4Ab7jISo7
48;9.03E+22;0;1;unterwegs mit: Franz Josef Jung - ZDFmediathek https://t.co/57GXb6hWKu
99;8.28E+22;0;1;Kohlessen mit der SPD Eversten! Grünkohl natürlich! https://t.co/Kxuq4T7pg8
121;8.68E+22;0;1;Karl Holmeier bleibt Chef der Kreis-CSU https://t.co/Myjf4OYHUn
144;8.27E+22;0;1;Martin Schulz ist jetzt schon so erfolgreich viele Eltern raten ihren Kindern kein Abitur zu machen. #SchulzFacts
150;8.79E+22;0;1;Womit man so seinen Sonntag verbringen kann. #mainz05 #mitgliederversammlung #wahlenwahlenwahlen https://t.co/OgA2lavNmg
160;8.64E+22;0;1;Letzte Woche gab's den Bericht der Partei heute der @lijusolid zur #Mitgliederentwicklung. Aktuell 5977 Menschen in 211 Basisgruppen aktiv.
161;9.13E+22;0;1;Trends des Tages: #Schäuble bändigt die #AfDimBundestag und @FraukePetry macht auf bedingungsloses Grundeinkommen
202;8.64E+22;0;1;Nach der Wahl: Angesichts der klaren Mehrheitsverhältnisse stehen wir für eine große Koalition nicht zur Verfügung.
203;9.14E+22;0;1;Nahles: Wir sorgen in der Opposition dafür dass alle Themen auch europ. mitgedacht werden-
208;9.12E+22;0;1;Zum Ausgang der #btw17 und den Berliner Wahlergebnissen: https://t.co/pfZur8QxMB
210;8.38E+22;0;0;#SGBII-Bezieher gehen beim #Schulz Plan leer aus. Sie passen offenbar nicht ins #SPD-Schema vom hart arbeitenden Menschen.
211;8.90E+22;0;1;#RegioTour Besuch bei Familie Kellers Lehrbienenstand in Kirn https://t.co/6TUfs5JExL
220;8.63E+22;0;0;Toller Begriff gerade in der Diskussion über die Sportstadt #Gladbeck: Sportliche Herzkammer des #Ruhrgebiets - find auch es passt! Top!
226;8.74E+22;0;1;.@AxelTroost @Linksfraktion @dieLinke zum Einkommenssteuerkonzept seiner Partei: #linkebpt https://t.co/0Qxeu9o1bG
227;9.11E+22;0;1;Die Kundgebung mit @martinSchulz jetzt im MT-Livestream: https://t.co/NLcUiJCURD #PostnachBerlin (tap)
230;9.10E+22;0;1;Pressemitteilung 2 der #Bundesanwaltschaft vom 19.09.2017 https://t.co/TUSpZmbOIt
232;9.07E+21;0;1;Liebe AfD: Wer ist Deutscher? Ein Blick ins Grundgesetz kann so hilfreich sein. https://t.co/XmEKQgWlhN
233;8.28E+22;0;1;Helft mit das #RiedbergerHorn vor dem Liftfrevel zu schützen. Helft mit unsere einmalige #Bergwelt zu bewahren. https://t.co/xeZed2XOhN
234;8.84E+22;0;1;Sorgt dafür dass diese Bilder auch um die Welt gehen #G20 https://t.co/p6ucKjrWRT
258;9.02E+22;0;1;TV-Tipp für heute 19:10 Uhr! #Sommerinterview #Merkel #berlindirekt #ZDF #CDU #fedidwgugl https://t.co/UlIxTzmYaf
283;9.04E+22;0;1;#AfD-Wahlwerbespot zur #Btw17! #Btw2017 #tvduell #TrauDichDeutschland @AlternativeNRW @nrw_ja @JA_Muenster @AfD_Bund htt
285;9.13E+22;0;1;Heute Kabinettsbeschluss: 10 Prozent des Landeswaldes werden mit genauen Flächenangaben zu #Naturwald #Erfolg #Naturschutz #Wald #Grüne
295;9.15E+22;0;1;Wir haben grade ein Livevideo zum #TagderDeutschenEinheit aufgenommen. Wo waren wir wohl?#AfD <U+27A1><U+FE0F>
301;8.63E+22;0;1;Anzeigen im Internet treffen auch nicht immer die richtige Zielgruppe :-) https://t.co/xsLrWv2exc
308;9.09E+22;0;1;Auf dem Weg zu @TBBacherle in #Böblingen Noch eine Woche. Platz 3 ist drin.Für #Klimaschutz #Bürgerrechte klarer Kante gegen #AfD #DarumGrün
313;8.99E+22;0;1;Bürgerdemo in #Raguhn mit #Kay-UweZiegler https://t.co/S4l2x3vXqZ
318;8.60E+22;0;1;#Monatstrend:#CDU #CSU (+2) bauen Vorsprung auf #SPD (-1 8) wieder aus https://t.co/tn1BdWoRSE @pollytix_gmbh #BTW17 #so
324;8.79E+22;0;1;Vorschlag zur Güte: statt dem Kreuz kommt jetzt das OST-Logo aufs Stadtschloss und alle sind zufrieden. https://t.co/ma5XESNHTJ
331;8.85E+22;0;1;Wer bauscht hier eigentlich was auf? https://t.co/HMoO2Ed9OY
344;9.07E+22;0;1;@klauslederer Und von oben so https://t.co/7OoYP6NRFd
349;8.55E+22;0;1;Budget und Personal der einzelnen Senatsressorts in #Berlin im Überblick. #r2g https://t.co/Wg1AqzQvP4
366;8.76E+22;0;1;Wir sind 10: Aber was wären wir ohne unsere Mitglieder? Seit 10 Jahren seid ihr die Partei. Euch gehört dieser Film. https:/
368;8.70E+22;0;1;#Trump kann doch seine Handynummer twittern!?! https://t.co/ipp9voHWRa
374;8.41E+22;0;1;Jetzt spricht @MartinSchulz schaut rein in den Stream bei SPD-BW.de #MEGAListeBW
378;8.44E+22;0;1;Vlog - 10.03.17 langfassung zum Frankfurter Haushalt https://t.co/1kWfpeNNGs
391;8.74E+22;0;0;Im Wahlkampf geht es um klare Inhalte. Union so: Fehlanzeige. Wir so: https://t.co/EtVIl9IOBw. https://t.co/IMSBYMMcD0
396;8.42E+22;0;0;Ein gefällt mir (y) für unsere Bundestagskandidatin der JU Theresa Gröninger. https://t.co/40cc1GqgcT
408;8.95E+22;0;0;Wer #energiewende retten will muss Deckel von Erneuerbaren reißen und sofort die ältesten 20 Kohlekraftwerke abschalten #wirmüssenreden
418;9.00E+22;0;1;Ab jetzt kann gewählt werden. <ed><U+00A0><U+00BD><ed><U+00B3><U+00A8>Per #Briefwahl einfach zu beantragen unter https://t.co/7ccmFQXfQ8 <ed><U+00A0><U+00BD><ed><U+00B3><U+00AC> Erststimme @kahrs! Da…
423;8.90E+22;0;1;Die Medien spielen vom Tag der Gründung an mit in unterschiedlichen Varianten.#TrauDichDeutschland wähle #AfDhttps://t.co/tug3v7pgHA
424;9.17E+22;0;1;Ein schönes Portrait über Sören Pellmann der im schwarzen Sachsen ein LINKES Direktmandat geholt hat. https://t.co/8R6unnRU8A
425;9.12E+22;0;1;So haben GewerkschafterInnen gewählt https://t.co/Gha0NXcyC0
429;8.78E+22;0;1;Forschung: UKE-Wissenschaftler schicken Stammzellen zur Raumstation https://t.co/vIbRxtaDwz https://t.co/v2R02hKkmP
